id,region_id,store_id,deal_id,status,platform_category_id
1066,54,112,42,0,13
1067,54,113,1,0,3
1068,54,113,3,0,13
1069,54,113,4,0,5
1070,54,113,5,0,14
1071,54,113,6,0,4
1072,54,113,7,0,4
1073,54,113,8,0,4
1074,54,113,9,0,4
1075,54,113,10,0,4
1076,54,113,11,0,4
1077,54,113,12,0,4
1078,54,113,13,0,3
1079,54,113,14,0,3
1080,54,113,15,0,3
1081,54,113,16,0,3
1082,54,113,17,0,13
1083,54,113,18,0,13
1084,54,113,19,0,13
1085,54,113,20,0,13
1086,54,113,21,0,13
1087,54,113,22,0,4
1088,54,113,23,0,4
1089,54,113,24,0,4
1090,54,113,25,0,4
1091,54,113,26,0,4
1092,54,113,27,0,4
1093,54,113,28,0,4
1094,54,113,29,0,3
1095,54,113,30,0,3
1096,54,113,31,0,3
1097,54,113,32,0,3
1098,54,113,33,0,13
1099,54,113,34,0,13
1100,54,113,35,0,13
1101,54,113,36,0,13
1102,54,113,37,0,13
1103,54,113,38,0,13
1104,54,113,39,0,13
1105,54,113,40,0,13
1106,54,113,41,0,13
1107,54,113,42,0,13
1108,54,114,1,0,3
1109,54,114,3,0,13
1110,54,114,4,0,5
1111,54,114,5,0,14
1112,54,114,6,0,4
1113,54,114,7,0,4
1114,54,114,8,0,4
1115,54,114,9,0,4
1116,54,114,10,0,4
1117,54,114,11,0,4
1118,54,114,12,0,4
1119,54,114,13,0,3
1120,54,114,14,0,3
1121,54,114,15,0,3
1122,54,114,16,0,3
1123,54,114,17,0,13
1124,54,114,18,0,13
1125,54,114,19,0,13
1126,54,114,20,0,13
1127,54,114,21,0,13
1128,54,114,22,0,4
1129,54,114,23,0,4
1130,54,114,24,0,4
1131,54,114,25,0,4
1132,54,114,26,0,4
1133,54,114,27,0,4
1134,54,114,28,0,4
1135,54,114,29,0,3
1136,54,114,30,0,3
1137,54,114,31,0,3
1138,54,114,32,0,3
1139,54,114,33,0,13
1140,54,114,34,0,13
1141,54,114,35,0,13
1142,54,114,36,0,13
1143,54,114,37,0,13
1144,54,114,38,0,13
1145,54,114,39,0,13
1146,54,114,40,0,13
1147,54,114,41,0,13
1148,54,114,42,0,13
1149,54,115,1,0,3
1150,54,115,3,0,13
1151,54,115,4,0,5
1152,54,115,5,0,14
1153,54,115,6,0,4
1154,54,115,7,0,4
1155,54,115,8,0,4
1156,54,115,9,0,4
1157,54,115,10,0,4
1158,54,115,11,0,4
1159,54,115,12,0,4
1160,54,115,13,0,3
1161,54,115,14,0,3
1162,54,115,15,0,3
1163,54,115,16,0,3
1164,54,115,17,0,13
1165,54,115,18,0,13
1166,54,115,19,0,13
1167,54,115,20,0,13
1168,54,115,21,0,13
1169,54,115,22,0,4
1170,54,115,23,0,4
1171,54,115,24,0,4
1172,54,115,25,0,4
1173,54,115,26,0,4
1174,54,115,27,0,4
1175,54,115,28,0,4
1176,54,115,29,0,3
1177,54,115,30,0,3
1178,54,115,31,0,3
1179,54,115,32,0,3
1180,54,115,33,0,13
1181,54,115,34,0,13
1182,54,115,35,0,13
1183,54,115,36,0,13
1184,54,115,37,0,13
1185,54,115,38,0,13
1186,54,115,39,0,13
1187,54,115,40,0,13
1188,54,115,41,0,13
1189,54,115,42,0,13
1190,54,116,1,0,3
1191,54,116,3,0,13
1192,54,116,4,0,5
1193,54,116,5,0,14
1194,54,116,6,0,4
1195,54,116,7,0,4
1196,54,116,8,0,4
1197,54,116,9,0,4
1198,54,116,10,0,4
1199,54,116,11,0,4
1200,54,116,12,0,4
1201,54,116,13,0,3
1202,54,116,14,0,3
1203,54,116,15,0,3
1204,54,116,16,0,3
1205,54,116,17,0,13
1206,54,116,18,0,13
1207,54,116,19,0,13
1208,54,116,20,0,13
1209,54,116,21,0,13
1210,54,116,22,0,4
1211,54,116,23,0,4
1212,54,116,24,0,4
